fecha_hora,estacion,pm25_concentracion,pm25_media_movil,iboca
2021-06-10 22:00:00,JazmГ­n,6.0,11.0,45.83
2021-06-10 22:00:00,Kennedy,2.0,5.6,23.33
2021-06-10 22:00:00,Las Ferias,4.0,16.0,58.45
2021-06-10 22:00:00,MinAmbiente,15.0,18.5,63.81
2021-06-10 22:00:00,MГіvil 7ma,4.0,9.1,37.92
2021-06-10 22:00:00,Puente Aranda,9.0,10.0,41.67
2021-06-10 22:00:00,San Cristobal,8.0,16.5,59.52
2021-06-10 22:00:00,Suba,18.0,21.8,70.87
2021-06-10 22:00:00,Tunal,7.0,12.7,51.38
2021-06-10 22:00:00,Usaquen,10.0,7.6,31.67
2021-06-10 22:00:00,Usme,8.0,12.5,50.96
2021-06-10 23:00:00,Bolivia,4.0,10.3,42.92
2021-06-10 23:00:00,CDAR,3.0,10.1,42.08
2021-06-10 23:00:00,Carvajal - Sevillana,38.0,57.4,151.1
2021-06-10 23:00:00,Ciudad BolГ­var,8.0,14.7,55.67
2021-06-10 23:00:00,Fontibon,3.0,6.3,26.25
2021-06-10 23:00:00,Guaymaral,9.0,14.9,56.1
2021-06-10 23:00:00,JazmГ­n,5.0,10.3,42.92
2021-06-10 23:00:00,Kennedy,2.0,5.4,22.5
2021-06-10 23:00:00,Las Ferias,3.0,15.6,57.6
2021-06-10 23:00:00,MinAmbiente,19.0,18.7,64.23
2021-06-10 23:00:00,MГіvil 7ma,5.0,8.3,34.58
2021-06-10 23:00:00,Puente Aranda,9.0,10.2,42.5
2021-06-10 23:00:00,San Cristobal,5.0,15.7,57.81
2021-06-10 23:00:00,Suba,9.0,20.2,67.45
2021-06-10 23:00:00,Tunal,5.0,11.7,48.75
2021-06-10 23:00:00,Usaquen,12.0,7.8,32.5
2021-06-10 23:00:00,Usme,6.0,12.6,51.17
2021-06-11 00:00:00,Bolivia,28.0,19.8,66.59
2021-06-11 00:00:00,CDAR,22.0,18.9,64.66
2021-06-11 00:00:00,Carvajal - Sevillana,38.0,49.9,136.21
2021-06-11 00:00:00,Ciudad BolГ­var,25.0,35.2,99.57
2021-06-11 00:00:00,Colina,19.0,21.9,71.09
2021-06-11 00:00:00,Fontibon,13.0,16.5,59.52
2021-06-11 00:00:00,Guaymaral,24.0,25.4,78.58
2021-06-11 00:00:00,JazmГ­n,19.0,16.7,59.95
2021-06-11 00:00:00,Kennedy,9.0,14.8,55.88
2021-06-11 00:00:00,Las Ferias,19.0,32.1,92.93
2021-06-11 00:00:00,MinAmbiente,35.0,33.7,96.36
2021-06-11 00:00:00,MГіvil 7ma,29.0,23.6,74.73
2021-06-11 00:00:00,Puente Aranda,6.0,16.6,59.74
2021-06-11 00:00:00,San Cristobal,15.0,23.1,73.66
2021-06-11 00:00:00,Suba,21.0,29.3,86.94
2021-06-11 00:00:00,Tunal,15.0,19.7,66.38
2021-06-11 00:00:00,Usaquen,21.0,18.0,62.74
2021-06-11 00:00:00,Usme,15.0,34.4,97.86
2021-06-11 01:00:00,Bolivia,21.0,19.2,65.31
2021-06-11 01:00:00,CDAR,33.0,19.4,65.73
2021-06-11 01:00:00,Carvajal - Sevillana,37.0,50.0,136.46
2021-06-11 01:00:00,Ciudad BolГ­var,22.0,34.1,97.22
2021-06-11 01:00:00,Colina,20.0,21.2,69.59
2021-06-11 01:00:00,Fontibon,10.0,16.3,59.09
2021-06-11 01:00:00,Guaymaral,31.0,25.9,79.65
2021-06-11 01:00:00,JazmГ­n,66.0,18.3,63.38
2021-06-11 01:00:00,Kennedy,15.0,14.8,55.88
2021-06-11 01:00:00,Las Ferias,15.0,30.8,90.15
2021-06-11 01:00:00,MinAmbiente,28.0,33.5,95.93
2021-06-11 01:00:00,MГіvil 7ma,28.0,23.5,74.51
2021-06-11 01:00:00,Puente Aranda,5.0,16.0,58.45
2021-06-11 01:00:00,San Cristobal,11.0,22.4,72.16
2021-06-11 01:00:00,Suba,23.0,28.5,85.22
2021-06-11 01:00:00,Tunal,14.0,19.5,65.95
2021-06-11 01:00:00,Usaquen,23.0,18.3,63.38
2021-06-11 01:00:00,Usme,12.0,34.3,97.64
2021-06-11 02:00:00,Bolivia,19.0,18.9,64.66
2021-06-11 02:00:00,CDAR,33.0,19.9,66.8
2021-06-11 02:00:00,Carvajal - Sevillana,45.0,50.4,137.46
2021-06-11 02:00:00,Ciudad BolГ­var,20.0,33.3,95.5
2021-06-11 02:00:00,Colina,14.0,20.6,68.3
2021-06-11 02:00:00,Fontibon,7.0,15.5,57.38
2021-06-11 02:00:00,Guaymaral,26.0,26.0,79.87
2021-06-11 02:00:00,JazmГ­n,31.0,18.6,64.02
2021-06-11 02:00:00,Kennedy,12.0,14.6,55.45
2021-06-11 02:00:00,Las Ferias,12.0,29.4,87.15
2021-06-11 02:00:00,MinAmbiente,35.0,34.1,97.22
2021-06-11 02:00:00,MГіvil 7ma,7.0,22.9,73.23
2021-06-11 02:00:00,Puente Aranda,4.0,15.7,57.81
2021-06-11 02:00:00,San Cristobal,14.0,22.0,71.3
2021-06-11 02:00:00,Suba,31.0,28.6,85.44
2021-06-11 02:00:00,Tunal,8.0,19.1,65.09
2021-06-11 02:00:00,Usaquen,16.0,18.2,63.16
2021-06-11 02:00:00,Usme,9.0,33.4,95.72
2021-06-11 03:00:00,Bolivia,23.0,19.1,65.09
2021-06-11 03:00:00,CDAR,24.0,20.0,67.02
2021-06-11 03:00:00,Carvajal - Sevillana,38.0,50.4,137.46
2021-06-11 03:00:00,Ciudad BolГ­var,21.0,32.8,94.43
2021-06-11 03:00:00,Colina,11.0,20.3,67.66
2021-06-11 03:00:00,Fontibon,6.0,14.9,56.1
2021-06-11 03:00:00,Guaymaral,23.0,26.0,79.87
2021-06-11 03:00:00,JazmГ­n,10.0,18.4,63.59
2021-06-11 03:00:00,Kennedy,10.0,14.5,55.24
2021-06-11 03:00:00,Las Ferias,12.0,28.1,84.37
2021-06-11 03:00:00,MinAmbiente,28.0,34.0,97.0
2021-06-11 03:00:00,MГіvil 7ma,5.0,22.2,71.73
2021-06-11 03:00:00,Puente Aranda,8.0,15.3,56.95
2021-06-11 03:00:00,San Cristobal,13.0,21.7,70.66
2021-06-11 03:00:00,Suba,25.0,28.5,85.22
2021-06-11 03:00:00,Tunal,15.0,18.7,64.23
2021-06-11 03:00:00,Usaquen,18.0,18.3,63.38
2021-06-11 03:00:00,Usme,8.0,32.4,93.58
2021-06-11 04:00:00,Bolivia,17.0,19.2,65.31
2021-06-11 04:00:00,CDAR,28.0,20.4,67.88
2021-06-11 04:00:00,Carvajal - Sevillana,45.0,50.6,137.96
2021-06-11 04:00:00,Ciudad BolГ­var,24.0,32.7,94.22
2021-06-11 04:00:00,Colina,13.0,20.2,67.45
2021-06-11 04:00:00,Fontibon,11.0,14.7,55.67
2021-06-11 04:00:00,Guaymaral,20.0,26.0,79.87
2021-06-11 04:00:00,JazmГ­n,75.0,20.6,68.3
2021-06-11 04:00:00,Kennedy,11.0,14.5,55.24
2021-06-11 04:00:00,Las Ferias,11.0,26.8,81.58
2021-06-11 04:00:00,MinAmbiente,25.0,33.8,96.57
2021-06-11 04:00:00,MГіvil 7ma,11.0,21.7,70.66
2021-06-11 04:00:00,Puente Aranda,11.0,15.2,56.74
2021-06-11 04:00:00,San Cristobal,8.0,21.5,70.23
2021-06-11 04:00:00,Suba,24.0,28.2,84.58
2021-06-11 04:00:00,Tunal,7.0,18.5,63.81
2021-06-11 04:00:00,Usaquen,15.0,18.0,62.74
2021-06-11 04:00:00,Usme,5.0,31.3,91.22
2021-06-11 05:00:00,Bolivia,15.0,19.1,65.09
2021-06-11 05:00:00,CDAR,26.0,20.8,68.73
2021-06-11 05:00:00,Carvajal - Sevillana,57.0,51.4,139.97
2021-06-11 05:00:00,Ciudad BolГ­var,30.0,32.9,94.65
2021-06-11 05:00:00,Colina,9.0,20.1,67.23
2021-06-11 05:00:00,Fontibon,7.0,14.4,55.03
2021-06-11 05:00:00,Guaymaral,23.0,25.9,79.65
2021-06-11 05:00:00,JazmГ­n,32.0,21.5,70.23
2021-06-11 05:00:00,Kennedy,16.0,14.8,55.88
2021-06-11 05:00:00,Las Ferias,10.0,25.7,79.23
2021-06-11 05:00:00,MinAmbiente,35.0,34.2,97.43
2021-06-11 05:00:00,MГіvil 7ma,20.0,21.9,71.09
2021-06-11 05:00:00,Puente Aranda,10.0,15.3,56.95
2021-06-11 05:00:00,San Cristobal,5.0,21.3,69.8
2021-06-11 05:00:00,Suba,18.0,27.7,83.51
2021-06-11 05:00:00,Tunal,4.0,18.3,63.38
2021-06-11 05:00:00,Usaquen,27.0,18.0,62.74
2021-06-11 05:00:00,Usme,16.0,30.5,89.51
2021-06-11 06:00:00,Bolivia,19.0,19.1,65.09
2021-06-11 06:00:00,CDAR,21.0,21.2,69.59
2021-06-11 06:00:00,Carvajal - Sevillana,70.0,50.6,137.96
2021-06-11 06:00:00,Ciudad BolГ­var,38.0,33.2,95.29
2021-06-11 06:00:00,Colina,15.0,19.9,66.8
2021-06-11 06:00:00,Fontibon,9.0,14.3,54.81
2021-06-11 06:00:00,Guaymaral,43.0,26.7,81.37
2021-06-11 06:00:00,JazmГ­n,42.0,22.4,72.16
2021-06-11 06:00:00,Kennedy,14.0,15.0,56.31
2021-06-11 06:00:00,Las Ferias,10.0,24.7,77.08
2021-06-11 06:00:00,MinAmbiente,28.0,33.3,95.5
2021-06-11 06:00:00,MГіvil 7ma,28.0,22.3,71.94
2021-06-11 06:00:00,Puente Aranda,9.0,15.3,56.95
2021-06-11 06:00:00,San Cristobal,7.0,21.2,69.59
2021-06-11 06:00:00,Suba,13.0,26.8,81.58
2021-06-11 06:00:00,Tunal,4.0,17.8,62.31
2021-06-11 06:00:00,Usaquen,42.0,19.0,64.88
2021-06-11 06:00:00,Usme,23.0,29.6,87.58
2021-06-11 07:00:00,Bolivia,25.0,19.4,65.73
2021-06-11 07:00:00,CDAR,33.0,21.8,70.87
2021-06-11 07:00:00,Carvajal - Sevillana,51.0,49.4,134.95
2021-06-11 07:00:00,Ciudad BolГ­var,37.0,33.5,95.93
2021-06-11 07:00:00,Fontibon,11.0,14.2,54.6
2021-06-11 07:00:00,Guaymaral,46.0,27.3,82.65
2021-06-11 07:00:00,JazmГ­n,30.0,22.3,71.94
2021-06-11 07:00:00,Kennedy,19.0,15.2,56.74
2021-06-11 07:00:00,Las Ferias,17.0,24.2,76.01
2021-06-11 07:00:00,MinAmbiente,47.0,32.9,94.65
2021-06-11 07:00:00,MГіvil 7ma,32.0,22.0,71.3
2021-06-11 07:00:00,Puente Aranda,9.0,15.2,56.74
2021-06-11 07:00:00,San Cristobal,16.0,21.1,69.37
2021-06-11 07:00:00,Suba,20.0,26.4,80.73
2021-06-11 07:00:00,Tunal,12.0,18.0,62.74
2021-06-11 07:00:00,Usaquen,18.0,19.1,65.09
2021-06-11 07:00:00,Usme,42.0,28.0,84.15
2021-06-11 08:00:00,Bolivia,31.0,19.7,66.38
2021-06-11 08:00:00,CDAR,45.0,22.5,72.37
2021-06-11 08:00:00,Carvajal - Sevillana,41.0,47.6,130.44
2021-06-11 08:00:00,Ciudad BolГ­var,41.0,33.5,95.93
2021-06-11 08:00:00,Colina,19.0,18.9,64.66
2021-06-11 08:00:00,Fontibon,9.0,13.9,53.95
2021-06-11 08:00:00,Guaymaral,53.0,27.7,83.51
2021-06-11 08:00:00,JazmГ­n,34.0,23.2,73.87
2021-06-11 08:00:00,Kennedy,20.0,14.8,55.88
2021-06-11 08:00:00,Las Ferias,17.0,23.2,73.87
2021-06-11 08:00:00,MinAmbiente,39.0,32.3,93.36
2021-06-11 08:00:00,MГіvil 7ma,31.0,22.1,71.52
2021-06-11 08:00:00,Puente Aranda,24.0,15.0,56.31
2021-06-11 08:00:00,San Cristobal,25.0,20.8,68.73
2021-06-11 08:00:00,Suba,29.0,25.6,79.01
2021-06-11 08:00:00,Tunal,12.0,18.0,62.74
2021-06-11 08:00:00,Usaquen,27.0,19.2,65.31
2021-06-11 08:00:00,Usme,26.0,26.0,79.87
2021-06-11 09:00:00,Bolivia,34.0,20.0,67.02
2021-06-11 09:00:00,CDAR,27.0,22.5,72.37
2021-06-11 09:00:00,Carvajal - Sevillana,35.0,45.4,124.92
2021-06-11 09:00:00,Ciudad BolГ­var,34.0,32.7,94.22
2021-06-11 09:00:00,Colina,26.0,18.5,63.81
2021-06-11 09:00:00,Fontibon,22.0,14.1,54.38
2021-06-11 09:00:00,Guaymaral,51.0,28.1,84.37
2021-06-11 09:00:00,JazmГ­n,20.0,23.1,73.66
2021-06-11 09:00:00,Kennedy,32.0,14.8,55.88
2021-06-11 09:00:00,Las Ferias,20.0,22.3,71.94
2021-06-11 09:00:00,MinAmbiente,65.0,32.6,94.0
2021-06-11 09:00:00,MГіvil 7ma,27.0,22.1,71.52
2021-06-11 09:00:00,Puente Aranda,34.0,14.4,55.03
2021-06-11 09:00:00,San Cristobal,26.0,20.6,68.3
2021-06-11 09:00:00,Suba,37.0,25.4,78.58
2021-06-11 09:00:00,Tunal,18.0,17.7,62.09
2021-06-11 09:00:00,Usaquen,32.0,19.9,66.8
2021-06-11 09:00:00,Usme,5.0,22.9,73.23
2021-06-11 10:00:00,Bolivia,27.0,20.2,67.45
2021-06-11 10:00:00,CDAR,15.0,22.3,71.94
2021-06-11 10:00:00,Carvajal - Sevillana,27.0,43.4,119.91
2021-06-11 10:00:00,Ciudad BolГ­var,25.0,31.6,91.86
2021-06-11 10:00:00,Colina,22.0,17.6,61.88
2021-06-11 10:00:00,Fontibon,17.0,13.9,53.95
2021-06-11 10:00:00,Guaymaral,33.0,27.9,83.94
2021-06-11 10:00:00,JazmГ­n,7.0,22.9,73.23
2021-06-11 10:00:00,Kennedy,18.0,14.8,55.88
2021-06-11 10:00:00,Las Ferias,15.0,20.8,68.73
2021-06-11 10:00:00,MinAmbiente,51.0,32.7,94.22
2021-06-11 10:00:00,MГіvil 7ma,19.0,22.1,71.52
2021-06-11 10:00:00,Puente Aranda,14.0,13.9,53.95
2021-06-11 10:00:00,San Cristobal,28.0,20.5,68.09
2021-06-11 10:00:00,Suba,36.0,25.5,78.8
2021-06-11 10:00:00,Tunal,11.0,16.2,58.88
2021-06-11 10:00:00,Usaquen,12.0,19.9,66.8
2021-06-11 10:00:00,Usme,5.0,20.6,68.3
2021-06-11 11:00:00,Bolivia,19.0,20.3,67.66
2021-06-11 11:00:00,CDAR,3.0,21.8,70.87
2021-06-11 11:00:00,Carvajal - Sevillana,38.0,42.7,118.15
2021-06-11 11:00:00,Ciudad BolГ­var,19.0,30.4,89.29
2021-06-11 11:00:00,Fontibon,13.0,13.8,53.74
2021-06-11 11:00:00,Guaymaral,7.0,27.3,82.65
2021-06-11 11:00:00,JazmГ­n,6.0,22.4,72.16
2021-06-11 11:00:00,Kennedy,16.0,16.9,60.38
2021-06-11 11:00:00,Las Ferias,11.0,19.6,66.16
2021-06-11 11:00:00,MinAmbiente,8.0,21.9,71.09
2021-06-11 11:00:00,MГіvil 7ma,13.0,13.9,53.95
2021-06-11 11:00:00,Puente Aranda,23.0,20.5,68.09
2021-06-11 11:00:00,San Cristobal,26.0,24.5,76.66
2021-06-11 11:00:00,Suba,17.0,14.8,55.88
2021-06-11 11:00:00,Tunal,12.0,20.1,67.23
2021-06-11 11:00:00,Usaquen,5.0,19.8,66.59
2021-06-11 11:00:00,Usme,9.0,14.6,55.45
2021-06-11 12:00:00,Bolivia,14.0,20.5,68.09
2021-06-11 12:00:00,CDAR,3.0,21.6,70.45
2021-06-11 12:00:00,Carvajal - Sevillana,37.0,43.5,120.16
2021-06-11 12:00:00,Ciudad BolГ­var,13.0,29.4,87.15
2021-06-11 12:00:00,Colina,11.0,16.4,59.31
2021-06-11 12:00:00,Fontibon,9.0,13.8,53.74
2021-06-11 12:00:00,Guaymaral,6.0,27.0,82.01
2021-06-11 12:00:00,JazmГ­n,6.0,22.2,71.73
2021-06-11 12:00:00,Kennedy,3.0,14.2,54.6
2021-06-11 12:00:00,Las Ferias,8.0,18.8,64.45
2021-06-11 12:00:00,MinAmbiente,20.0,31.5,91.65
2021-06-11 12:00:00,MГіvil 7ma,8.0,21.8,70.87
2021-06-11 12:00:00,Puente Aranda,6.0,13.5,53.1
2021-06-11 12:00:00,San Cristobal,13.0,20.4,67.88
2021-06-11 12:00:00,Suba,20.0,23.9,75.37
2021-06-11 12:00:00,Tunal,11.0,14.6,55.45
2021-06-11 12:00:00,Usaquen,7.0,20.3,67.66
2021-06-11 12:00:00,Usme,3.0,19.1,65.09
2021-06-11 13:00:00,Bolivia,11.0,20.5,68.09
2021-06-11 13:00:00,CDAR,3.0,21.5,70.23
2021-06-11 13:00:00,Carvajal - Sevillana,30.0,43.6,120.41
2021-06-11 13:00:00,Ciudad BolГ­var,10.0,28.8,85.87
2021-06-11 13:00:00,Colina,12.0,16.2,58.88
2021-06-11 13:00:00,Fontibon,7.0,13.8,53.74
2021-06-11 13:00:00,Guaymaral,3.0,26.8,81.58
2021-06-11 13:00:00,JazmГ­n,4.0,22.0,71.3
2021-06-11 13:00:00,Las Ferias,5.0,18.2,63.16
2021-06-11 13:00:00,MinAmbiente,24.0,31.7,92.08
2021-06-11 13:00:00,MГіvil 7ma,7.0,21.8,70.87
2021-06-11 13:00:00,Puente Aranda,3.0,13.5,53.1
2021-06-11 13:00:00,San Cristobal,8.0,20.5,68.09
2021-06-11 13:00:00,Suba,14.0,23.4,74.3
2021-06-11 13:00:00,Tunal,12.0,14.7,55.67
2021-06-11 13:00:00,Usaquen,8.0,19.8,66.59
2021-06-11 13:00:00,Usme,3.0,19.0,64.88
2021-06-11 14:00:00,Bolivia,8.0,20.5,68.09
2021-06-11 14:00:00,CDAR,5.0,21.5,70.23
2021-06-11 14:00:00,Carvajal - Sevillana,32.0,43.0,118.91
2021-06-11 14:00:00,Ciudad BolГ­var,7.0,28.3,84.79
2021-06-11 14:00:00,Colina,9.0,16.0,58.45
2021-06-11 14:00:00,Fontibon,6.0,13.9,53.95
2021-06-11 14:00:00,Guaymaral,5.0,26.2,80.3
2021-06-11 14:00:00,JazmГ­n,9.0,21.8,70.87
2021-06-11 14:00:00,Kennedy,4.0,13.8,53.74
2021-06-11 14:00:00,Las Ferias,19.0,18.4,63.59
2021-06-11 14:00:00,MinAmbiente,18.0,31.0,90.58
2021-06-11 14:00:00,MГіvil 7ma,6.0,21.8,70.87
2021-06-11 14:00:00,Puente Aranda,4.0,13.7,53.53
2021-06-11 14:00:00,San Cristobal,6.0,20.6,68.3
2021-06-11 14:00:00,Suba,10.0,23.0,73.44
2021-06-11 14:00:00,Tunal,7.0,14.5,55.24
2021-06-11 14:00:00,Usaquen,11.0,20.0,67.02
2021-06-11 14:00:00,Usme,7.0,18.4,63.59
2021-06-11 15:00:00,Bolivia,6.0,20.5,68.09
2021-06-11 15:00:00,CDAR,4.0,20.9,68.95
2021-06-11 15:00:00,Carvajal - Sevillana,28.0,42.1,116.65
2021-06-11 15:00:00,Ciudad BolГ­var,6.0,27.3,82.65
2021-06-11 15:00:00,Colina,7.0,16.0,58.45
2021-06-11 15:00:00,Fontibon,5.0,13.4,52.88
2021-06-11 15:00:00,Guaymaral,8.0,25.3,78.37
2021-06-11 15:00:00,JazmГ­n,13.0,22.0,71.3
2021-06-11 15:00:00,Kennedy,6.0,13.9,53.95
2021-06-11 15:00:00,Las Ferias,14.0,18.0,62.74
2021-06-11 15:00:00,MinAmbiente,15.0,30.2,88.86
2021-06-11 15:00:00,MГіvil 7ma,8.0,21.3,69.8
2021-06-11 15:00:00,Puente Aranda,2.0,13.5,53.1
2021-06-11 15:00:00,San Cristobal,9.0,20.2,67.45
2021-06-11 15:00:00,Suba,13.0,22.6,72.59
2021-06-11 15:00:00,Tunal,7.0,14.4,55.03
2021-06-11 15:00:00,Usaquen,8.0,19.5,65.95
2021-06-11 15:00:00,Usme,4.0,16.9,60.38
2021-06-11 16:00:00,Bolivia,5.0,20.4,67.88
2021-06-11 16:00:00,CDAR,4.0,19.9,66.8
2021-06-11 16:00:00,Carvajal - Sevillana,31.0,41.5,115.15
2021-06-11 16:00:00,Ciudad BolГ­var,5.0,26.3,80.51
2021-06-11 16:00:00,Colina,6.0,16.0,58.45
2021-06-11 16:00:00,Fontibon,13.0,12.9,51.81
2021-06-11 16:00:00,Guaymaral,9.0,24.6,76.87
2021-06-11 16:00:00,JazmГ­n,9.0,21.8,70.87
2021-06-11 16:00:00,Kennedy,15.0,13.5,53.1
2021-06-11 16:00:00,Las Ferias,10.0,17.8,62.31
2021-06-11 16:00:00,MinAmbiente,8.0,29.5,87.36
2021-06-11 16:00:00,MГіvil 7ma,7.0,20.0,67.02
2021-06-11 16:00:00,Puente Aranda,4.0,12.3,50.53
2021-06-11 16:00:00,San Cristobal,10.0,19.3,65.52
2021-06-11 16:00:00,Suba,10.0,22.0,71.3
2021-06-11 16:00:00,Tunal,5.0,12.9,51.81
2021-06-11 16:00:00,Usaquen,20.0,20.1,67.23
2021-06-11 16:00:00,Usme,4.0,15.9,58.24
2021-06-11 17:00:00,Bolivia,3.0,20.3,67.66
2021-06-11 17:00:00,CDAR,3.0,18.9,64.66
2021-06-11 17:00:00,Carvajal - Sevillana,32.0,41.1,114.14
2021-06-11 17:00:00,Ciudad BolГ­var,8.0,25.0,77.73
2021-06-11 17:00:00,Colina,10.0,16.2,58.88
2021-06-11 17:00:00,Fontibon,13.0,12.7,51.38
2021-06-11 17:00:00,Guaymaral,10.0,24.0,75.59
2021-06-11 17:00:00,JazmГ­n,5.0,21.3,69.8
2021-06-11 17:00:00,Kennedy,6.0,13.0,52.03
2021-06-11 17:00:00,Las Ferias,14.0,17.2,61.02
2021-06-11 17:00:00,MinAmbiente,8.0,28.7,85.65
2021-06-11 17:00:00,MГіvil 7ma,7.0,19.1,65.09
2021-06-11 17:00:00,Puente Aranda,3.0,11.3,47.08
2021-06-11 17:00:00,San Cristobal,12.0,18.4,63.59
2021-06-11 17:00:00,Suba,14.0,21.8,70.87
2021-06-11 17:00:00,Tunal,9.0,11.7,48.75
2021-06-11 17:00:00,Usaquen,6.0,20.0,67.02
2021-06-11 17:00:00,Usme,4.0,14.9,56.1
2021-06-11 18:00:00,Bolivia,2.0,19.8,66.59
2021-06-11 18:00:00,CDAR,3.0,18.3,63.38
2021-06-11 18:00:00,Carvajal - Sevillana,40.0,41.1,114.14
2021-06-11 18:00:00,Ciudad BolГ­var,14.0,24.1,75.8
2021-06-11 18:00:00,Colina,8.0,16.3,59.09
2021-06-11 18:00:00,Fontibon,10.0,12.3,50.53
2021-06-11 18:00:00,Guaymaral,6.0,23.2,73.87
2021-06-11 18:00:00,JazmГ­n,5.0,21.2,69.59
2021-06-11 18:00:00,Kennedy,5.0,12.1,50.1
2021-06-11 18:00:00,Las Ferias,14.0,16.7,59.95
2021-06-11 18:00:00,MinAmbiente,7.0,27.9,83.94
2021-06-11 18:00:00,MГіvil 7ma,6.0,18.3,63.38
2021-06-11 18:00:00,Puente Aranda,4.0,10.6,44.17
2021-06-11 18:00:00,San Cristobal,15.0,17.3,61.24
2021-06-11 18:00:00,Suba,10.0,21.2,69.59
2021-06-11 18:00:00,Tunal,5.0,11.0,45.83
2021-06-11 18:00:00,Usaquen,26.0,20.1,67.23
2021-06-11 18:00:00,Usme,8.0,13.8,53.74
2021-06-11 19:00:00,Bolivia,10.0,19.3,65.52
2021-06-11 19:00:00,CDAR,5.0,17.8,62.31
2021-06-11 19:00:00,Carvajal - Sevillana,40.0,40.8,113.39
2021-06-11 19:00:00,Ciudad BolГ­var,12.0,23.3,74.09
2021-06-11 19:00:00,Colina,5.0,16.1,58.67
2021-06-11 19:00:00,Fontibon,7.0,11.7,48.75
2021-06-11 19:00:00,Guaymaral,9.0,22.8,73.02
2021-06-11 19:00:00,JazmГ­n,3.0,20.7,68.52
2021-06-11 19:00:00,Kennedy,4.0,11.7,48.75
2021-06-11 19:00:00,Las Ferias,9.0,16.2,58.88
2021-06-11 19:00:00,MinAmbiente,15.0,27.5,83.08
2021-06-11 19:00:00,MГіvil 7ma,14.0,17.7,62.09
2021-06-11 19:00:00,Puente Aranda,6.0,10.0,41.67
2021-06-11 19:00:00,San Cristobal,14.0,16.5,59.52
2021-06-11 19:00:00,Suba,7.0,20.5,68.09
2021-06-11 19:00:00,Tunal,11.0,10.0,41.67
2021-06-11 19:00:00,Usaquen,13.0,19.8,66.59
2021-06-11 19:00:00,Usme,9.0,12.8,51.6
2021-06-11 20:00:00,Bolivia,29.0,19.2,65.31
2021-06-11 20:00:00,CDAR,15.0,17.6,61.88
2021-06-11 20:00:00,Carvajal - Sevillana,42.0,40.3,112.14
2021-06-11 20:00:00,Ciudad BolГ­var,13.0,22.6,72.59
2021-06-11 20:00:00,Colina,4.0,15.1,56.52
2021-06-11 20:00:00,Fontibon,4.0,11.2,46.67
2021-06-11 20:00:00,Guaymaral,22.0,22.7,72.8
2021-06-11 20:00:00,Kennedy,3.0,11.2,46.67
2021-06-11 20:00:00,Las Ferias,6.0,15.3,56.95
2021-06-11 20:00:00,MinAmbiente,14.0,27.6,83.3
2021-06-11 20:00:00,MГіvil 7ma,11.0,17.0,60.59
2021-06-11 20:00:00,Puente Aranda,5.0,9.3,38.75
2021-06-11 20:00:00,San Cristobal,10.0,15.7,57.81
2021-06-11 20:00:00,Suba,13.0,20.2,67.45
2021-06-11 20:00:00,Tunal,8.0,9.7,40.42
2021-06-11 20:00:00,Usaquen,26.0,19.7,66.38
2021-06-11 20:00:00,Usme,13.0,11.6,48.33
2021-06-11 21:00:00,Bolivia,24.0,18.9,64.66
2021-06-11 21:00:00,CDAR,23.0,17.4,61.45
2021-06-11 21:00:00,Carvajal - Sevillana,55.0,41.0,113.89
2021-06-11 21:00:00,Ciudad BolГ­var,12.0,21.4,70.02
2021-06-11 21:00:00,Colina,13.0,14.8,55.88
2021-06-11 21:00:00,Fontibon,3.0,10.9,45.42
2021-06-11 21:00:00,Guaymaral,25.0,22.7,72.8
2021-06-11 21:00:00,JazmГ­n,6.0,20.7,68.52
2021-06-11 21:00:00,Kennedy,5.0,11.2,46.67
2021-06-11 21:00:00,Las Ferias,4.0,14.1,54.38
2021-06-11 21:00:00,MinAmbiente,27.0,27.3,82.65
2021-06-11 21:00:00,MГіvil 7ma,21.0,16.6,59.74
2021-06-11 21:00:00,Puente Aranda,3.0,8.4,35.0
2021-06-11 21:00:00,San Cristobal,5.0,14.5,55.24
2021-06-11 21:00:00,Suba,10.0,19.8,66.59
2021-06-11 21:00:00,Tunal,7.0,9.8,40.83
2021-06-11 21:00:00,Usaquen,21.0,19.6,66.16
2021-06-11 21:00:00,Usme,12.0,11.2,46.67
2021-06-11 22:00:00,Bolivia,22.0,18.7,64.23
2021-06-11 22:00:00,CDAR,21.0,17.5,61.66
2021-06-11 22:00:00,Carvajal - Sevillana,41.0,40.8,113.39
2021-06-11 22:00:00,Ciudad BolГ­var,10.0,20.4,67.88
2021-06-11 22:00:00,Colina,9.0,13.8,53.74
2021-06-11 22:00:00,Fontibon,7.0,10.5,43.75
2021-06-11 22:00:00,Guaymaral,25.0,22.8,73.02
2021-06-11 22:00:00,JazmГ­n,16.0,20.8,68.73
2021-06-11 22:00:00,Kennedy,6.0,11.0,45.83
2021-06-11 22:00:00,Las Ferias,3.0,13.1,52.24
2021-06-11 22:00:00,MinAmbiente,29.0,27.3,82.65
2021-06-11 22:00:00,MГіvil 7ma,27.0,16.6,59.74
2021-06-11 22:00:00,Puente Aranda,13.0,8.7,36.25
2021-06-11 22:00:00,San Cristobal,9.0,13.9,53.95
2021-06-11 22:00:00,Suba,7.0,19.2,65.31
2021-06-11 22:00:00,Tunal,4.0,9.7,40.42
