FECHA_HORA,PK_ESTACION,pm25_concentracion,pm25_media_movil,iboca,PK_CONTAMINACION
2021-06-26 18:00:00,16,16.93,17.51,114.6,5218
2021-06-26 19:00:00,0,33.47,32.64,98.89,1844
2021-06-26 20:00:00,1,44.57,45.58,79.56,4352
2021-06-26 20:00:00,18,12.34,15.7,74.09,2741
2021-06-26 21:00:00,1,5.31,5.0,100.97,3845
2021-06-26 21:00:00,3,51.72,51.48,100.69,5289
2021-06-26 22:00:00,0,12.75,9.61,94.48,3278
2021-06-27 02:00:00,9,20.99,20.59,82.11,4112
2021-06-27 04:00:00,14,17.74,16.14,93.53,4808
2021-06-27 05:00:00,4,51.64,47.27,71.98,5205
2021-06-27 05:00:00,5,59.0,58.55,58.79,4522
2021-06-27 07:00:00,16,6.38,9.15,58.64,3993
2021-06-27 08:00:00,13,27.79,19.47,111.35,3069
2021-06-27 12:00:00,14,31.45,27.32,70.74,1657
2021-06-27 13:00:00,0,5.03,5.51,117.51,4533
2021-06-27 13:00:00,13,47.08,47.75,107.68,1498
2021-06-27 14:00:00,1,33.49,36.7,102.84,4906
2021-06-27 15:00:00,0,36.31,35.48,94.64,4971
2021-06-27 15:00:00,3,31.91,34.45,71.74,5295
2021-06-27 15:00:00,18,57.97,59.07,96.88,1583
2021-06-27 17:00:00,3,29.17,26.95,104.48,4407
2021-06-27 17:00:00,17,9.62,7.53,89.62,2394
2021-06-27 18:00:00,1,22.04,21.33,71.3,5405
2021-06-28 01:00:00,0,23.9,26.64,116.17,4865
2021-06-28 02:00:00,18,14.66,13.14,67.59,3109
2021-06-28 05:00:00,0,55.0,50.78,59.68,4536
2021-06-28 08:00:00,0,46.44,47.97,91.8,3540
2021-06-28 08:00:00,4,20.77,20.98,67.49,3787
2021-06-28 08:00:00,9,50.67,55.62,87.33,4272
2021-06-28 11:00:00,16,58.14,60.0,117.02,5016
2021-06-28 11:00:00,18,57.9,58.3,97.9,4967
2021-06-28 12:00:00,0,47.27,47.94,86.26,2484
2021-06-28 12:00:00,16,6.5,5.83,112.28,2048
2021-06-28 12:00:00,18,22.66,17.08,54.36,3010
2021-06-28 14:00:00,16,11.48,7.61,92.38,4653
2021-06-28 15:00:00,3,42.5,45.95,59.29,3748
2021-06-28 16:00:00,3,15.92,16.19,118.88,5162
2021-06-28 16:00:00,18,31.94,29.43,119.86,3469
2021-06-28 18:00:00,0,11.43,8.79,72.6,4345
2021-06-28 18:00:00,4,5.94,6.53,67.24,4764
2021-06-28 19:00:00,3,18.25,14.15,119.26,1436
2021-06-28 19:00:00,15,22.75,21.81,69.69,1860
2021-06-28 19:00:00,17,52.3,48.97,57.83,2051
2021-06-28 20:00:00,15,15.25,16.66,92.89,4273
2021-06-28 21:00:00,14,38.16,38.75,78.07,1694
2021-06-28 21:00:00,18,43.73,43.13,89.82,2964
2021-06-28 22:00:00,1,48.3,53.3,94.09,3848
2021-06-28 22:00:00,5,44.78,43.34,55.88,3687
2021-06-28 23:00:00,3,18.49,23.09,71.1,3121
2021-06-28 23:00:00,5,57.09,54.54,117.63,5242
2021-06-28 23:00:00,10,43.55,45.36,87.23,2236
2021-06-29 00:00:00,0,9.91,11.29,65.32,2757
2021-06-29 00:00:00,3,11.38,13.56,64.03,5220
2021-06-29 01:00:00,9,28.39,31.9,73.33,4122
2021-06-29 01:00:00,15,59.77,57.44,73.07,1968
2021-06-29 02:00:00,18,20.25,21.84,93.47,4036
2021-06-29 04:00:00,4,44.24,45.34,79.73,3661
2021-06-29 05:00:00,3,22.32,23.75,85.8,5119
2021-06-29 05:00:00,15,18.67,17.27,65.02,1892
2021-06-29 05:00:00,17,35.45,40.99,68.88,2432
2021-06-29 08:00:00,3,56.57,55.99,59.21,1676
2021-06-29 09:00:00,0,25.64,31.05,82.11,1580
2021-06-29 09:00:00,1,39.5,32.14,96.88,1410
2021-06-29 09:00:00,9,35.35,41.01,50.7,5180
2021-06-29 09:00:00,18,11.47,10.38,75.5,5437
2021-06-29 10:00:00,0,40.03,38.85,56.22,3717
2021-06-29 10:00:00,1,20.63,24.76,68.87,1862
2021-06-29 10:00:00,13,23.46,25.64,52.36,2549
2021-06-29 11:00:00,1,41.66,45.74,107.84,1439
2021-06-29 11:00:00,17,54.25,45.8,81.39,3132
2021-06-29 14:00:00,15,52.06,57.84,64.17,5324
2021-06-29 15:00:00,10,42.0,39.76,98.81,2189
2021-06-29 16:00:00,0,15.7,14.51,65.24,2227
2021-06-29 16:00:00,3,57.65,59.15,67.95,3370
2021-06-29 18:00:00,4,59.22,53.77,72.33,5339
2021-06-29 19:00:00,1,19.07,17.43,89.98,3026
2021-06-29 21:00:00,3,36.0,38.15,68.13,1871
2021-06-29 22:00:00,1,26.45,26.16,113.21,3048
2021-06-29 23:00:00,0,56.37,52.98,81.06,2613
2021-06-30 01:00:00,5,14.85,15.72,75.86,2655
2021-06-30 01:00:00,14,9.19,11.94,60.71,3677
2021-06-30 04:00:00,3,13.91,14.21,103.0,1612
2021-06-30 04:00:00,18,59.78,60.0,79.98,1540
2021-06-30 05:00:00,3,20.58,24.18,119.26,3517
2021-06-30 06:00:00,1,33.46,29.43,112.32,5407
2021-06-30 06:00:00,4,5.78,6.04,50.97,2128
2021-06-30 09:00:00,0,35.01,34.23,79.62,2875
2021-06-30 09:00:00,3,56.32,60.0,92.25,2775
2021-06-30 09:00:00,14,12.55,12.31,102.46,2863
2021-06-30 09:00:00,18,33.33,35.34,105.11,4848
2021-06-30 10:00:00,1,42.06,43.47,53.84,2714
2021-06-30 10:00:00,5,16.71,19.46,118.33,1835
2021-06-30 11:00:00,0,45.26,48.67,104.28,3783
2021-06-30 12:00:00,0,56.49,51.78,93.93,3928
2021-06-30 13:00:00,16,34.86,38.08,114.71,1798
2021-06-30 16:00:00,15,51.7,47.34,56.16,4691
2021-06-30 17:00:00,3,12.64,15.03,104.96,2428
2021-06-30 19:00:00,15,56.89,58.03,60.9,4661
2021-06-30 20:00:00,3,15.74,16.41,54.22,3641
2021-06-30 21:00:00,4,56.67,57.14,64.19,2479
2021-06-30 21:00:00,10,43.54,45.74,88.26,5103
2021-06-30 21:00:00,16,23.73,20.59,88.69,5096
2021-06-30 22:00:00,18,30.35,34.4,64.89,3416
2021-06-30 23:00:00,0,7.73,9.52,59.52,5352
2021-07-01 01:00:00,0,14.51,16.97,107.12,5111
2021-07-01 03:00:00,13,6.0,9.8,40.83,974
2021-07-01 05:00:00,18,16.08,14.05,70.64,1519
2021-07-01 07:00:00,14,12.0,18.8,64.45,199
2021-07-01 08:00:00,15,33.6,37.33,93.85,2567
2021-07-01 08:00:00,17,16.59,11.2,98.49,1732
2021-07-01 11:00:00,10,9.0,18.9,64.66,1028
2021-07-01 12:00:00,10,24.0,24.0,75.59,725
2021-07-01 15:00:00,1,4.0,18.0,62.74,505
2021-07-01 15:00:00,4,6.0,6.0,25.0,255
2021-07-01 18:00:00,15,49.51,50.88,105.28,3178
2021-07-01 18:00:00,18,27.18,26.03,71.63,5460
2021-07-01 20:00:00,3,27.0,24.1,75.8,771
2021-07-01 21:00:00,0,53.35,51.18,85.16,2033
2021-07-01 21:00:00,4,1.0,5.5,22.92,101
2021-07-01 22:00:00,18,14.49,13.96,81.62,3674
2021-07-01 23:00:00,15,6.33,7.69,82.02,1793
2021-07-02 02:00:00,1,9.0,14.0,54.17,69
2021-07-02 03:00:00,14,10.0,15.2,56.74,254
2021-07-02 04:00:00,1,7.0,14.3,54.81,157
2021-07-02 05:00:00,3,34.0,41.4,114.89,520
2021-07-02 07:00:00,15,8.0,7.0,29.17,831
2021-07-02 08:00:00,16,33.0,23.9,75.37,532
2021-07-02 09:00:00,4,13.0,11.2,46.67,911
2021-07-02 10:00:00,0,29.05,28.34,52.45,3579
2021-07-02 11:00:00,3,30.0,35.6,100.35,1238
2021-07-02 11:00:00,4,7.0,11.4,47.5,368
2021-07-02 11:00:00,16,27.0,23.4,74.3,810
2021-07-02 12:00:00,1,12.0,17.0,60.59,1203
2021-07-02 12:00:00,9,11.0,17.4,61.45,420
2021-07-02 12:00:00,14,5.0,16.6,59.74,423
2021-07-02 13:00:00,18,47.61,44.38,118.27,2962
2021-07-02 15:00:00,4,5.0,10.0,41.67,915
2021-07-02 16:00:00,3,31.0,30.2,88.86,615
2021-07-02 18:00:00,0,59.2,60.0,58.24,5264
2021-07-02 21:00:00,14,12.0,11.7,48.75,18
2021-07-02 22:00:00,0,38.98,40.98,61.77,5178
2021-07-02 22:00:00,18,44.7,40.97,63.39,3294
2021-07-02 23:00:00,15,1.0,8.9,37.08,846
2021-07-03 00:00:00,1,20.0,36.5,102.61,952
2021-07-03 00:00:00,3,20.0,36.0,101.35,1064
2021-07-03 01:00:00,3,5.0,34.4,97.86,174
2021-07-03 02:00:00,0,53.56,56.45,55.23,3726
2021-07-03 02:00:00,15,21.0,33.5,95.93,494
2021-07-03 03:00:00,1,9.0,34.2,97.43,35
2021-07-03 03:00:00,15,16.0,33.1,95.07,793
2021-07-03 04:00:00,18,12.14,14.89,108.19,3696
2021-07-03 05:00:00,1,6.0,32.1,92.93,1265
2021-07-03 06:00:00,0,9.45,9.08,66.15,2730
2021-07-03 06:00:00,1,5.0,30.7,89.93,551
2021-07-03 06:00:00,4,7.0,30.7,89.93,166
2021-07-03 06:00:00,16,7.0,23.8,75.16,1158
2021-07-03 07:00:00,0,32.57,36.66,51.39,2037
2021-07-03 07:00:00,4,5.0,29.1,86.51,114
2021-07-03 10:00:00,0,34.96,34.24,64.87,2123
2021-07-03 11:00:00,4,7.0,23.2,73.87,1317
2021-07-03 11:00:00,5,58.36,52.76,70.67,2185
2021-07-03 11:00:00,15,4.0,23.9,75.37,1074
2021-07-03 12:00:00,0,34.86,30.88,112.49,1704
2021-07-03 12:00:00,4,7.0,22.0,71.3,239
2021-07-03 17:00:00,0,50.42,52.4,55.58,5053
2021-07-03 19:00:00,16,5.0,8.7,36.25,274
2021-07-03 20:00:00,1,12.0,12.9,51.81,462
2021-07-04 01:00:00,4,10.0,7.9,32.92,590
2021-07-04 02:00:00,1,5.0,12.5,50.96,299
2021-07-04 03:00:00,3,4.0,9.0,37.5,964
2021-07-04 06:00:00,17,34.89,31.44,101.16,4866
2021-07-04 08:00:00,15,15.8,14.33,50.79,2162
2021-07-04 11:00:00,5,8.0,8.8,36.67,1239
2021-07-04 13:00:00,3,59.21,58.26,52.38,1385
2021-07-04 13:00:00,18,32.46,34.46,108.63,5465
2021-07-04 17:00:00,18,53.01,52.47,75.04,4322
2021-07-04 19:00:00,0,37.45,40.08,110.77,3999
2021-07-04 19:00:00,1,13.0,13.0,52.03,52
2021-07-04 21:00:00,18,57.22,58.49,89.6,3145
2021-07-04 23:00:00,0,50.63,48.24,89.08,2742
2021-07-05 01:00:00,1,7.0,14.2,54.6,1333
2021-07-05 02:00:00,3,11.0,29.2,86.72,1297
2021-07-05 02:00:00,9,7.0,13.1,52.24,150
2021-07-05 02:00:00,18,41.93,42.52,63.8,3047
2021-07-05 05:00:00,0,13.9,12.19,118.2,4593
2021-07-05 05:00:00,13,9.0,14.8,55.88,624
2021-07-05 08:00:00,0,58.47,60.0,89.14,3971
2021-07-05 08:00:00,17,56.51,50.46,74.04,2099
2021-07-05 09:00:00,4,23.0,18.2,63.16,724
2021-07-05 10:00:00,9,33.0,12.1,50.1,14
2021-07-05 10:00:00,17,28.32,26.16,85.09,2922
2021-07-05 11:00:00,4,33.0,19.0,64.88,1130
2021-07-05 11:00:00,16,54.0,24.3,76.23,132
2021-07-05 12:00:00,0,13.23,9.74,57.5,4127
2021-07-05 12:00:00,3,32.0,27.3,82.65,173
2021-07-05 19:00:00,0,41.41,37.69,113.4,3860
2021-07-05 21:00:00,0,21.2,22.22,66.23,2055
2021-07-05 21:00:00,4,16.0,20.3,67.66,108
2021-07-05 22:00:00,0,52.17,57.08,91.99,1846
2021-07-06 00:00:00,16,5.0,12.9,51.81,1254
2021-07-06 01:00:00,4,4.0,8.2,34.17,928
2021-07-06 04:00:00,0,46.1,47.48,104.96,3110
2021-07-06 04:00:00,3,7.0,18.8,64.45,225
2021-07-06 04:00:00,4,5.0,8.2,34.17,1136
2021-07-06 05:00:00,3,9.0,18.1,62.95,877
2021-07-06 05:00:00,5,33.63,30.73,92.31,2300
2021-07-06 10:00:00,0,54.73,53.63,78.21,2096
2021-07-06 10:00:00,15,2.0,3.3,13.75,8
2021-07-06 11:00:00,1,3.0,7.1,29.58,663
2021-07-06 12:00:00,3,16.0,16.6,59.74,954
2021-07-06 12:00:00,15,2.0,3.3,13.75,1067
2021-07-06 13:00:00,16,2.0,9.3,38.75,593
2021-07-06 15:00:00,0,42.92,43.79,65.99,5359
2021-07-06 20:00:00,0,34.84,35.82,53.4,3743
2021-07-06 21:00:00,0,5.34,8.19,97.4,3393
2021-07-06 21:00:00,18,53.58,53.6,90.16,2972
2021-07-06 22:00:00,9,9.0,5.3,22.08,996
2021-07-06 22:00:00,13,6.0,3.6,15.0,1093
2021-07-07 00:00:00,13,12.0,10.4,43.33,528
2021-07-07 04:00:00,0,43.19,41.66,119.06,3785
2021-07-07 04:00:00,1,6.0,9.2,38.33,1278
2021-07-07 06:00:00,3,5.43,5.0,86.35,2534
2021-07-07 09:00:00,15,35.38,34.2,57.35,1453
2021-07-07 13:00:00,0,28.35,31.1,104.41,3992
2021-07-07 16:00:00,0,55.57,53.48,53.34,1832
2021-07-07 17:00:00,18,37.17,40.66,94.92,1996
2021-07-07 18:00:00,5,6.0,8.1,33.75,722
2021-07-07 21:00:00,0,35.13,36.24,87.3,1476
2021-07-07 23:00:00,4,3.0,5.8,24.17,377
2021-07-08 00:00:00,3,39.0,30.0,88.44,412
2021-07-08 00:00:00,14,11.0,6.1,25.42,376
2021-07-08 01:00:00,1,25.0,10.9,45.42,1162
2021-07-08 01:00:00,16,16.0,15.9,58.24,732
2021-07-08 03:00:00,1,17.0,11.7,48.75,776
2021-07-08 04:00:00,1,13.0,11.9,49.58,1274
2021-07-08 04:00:00,16,35.0,18.7,64.23,216
2021-07-08 05:00:00,3,34.0,31.8,92.29,388
2021-07-08 06:00:00,0,58.15,54.63,119.39,3194
2021-07-08 07:00:00,1,14.0,12.9,51.81,143
2021-07-08 10:00:00,0,59.04,59.17,90.32,1865
2021-07-08 10:00:00,14,33.41,29.96,63.77,2417
2021-07-08 11:00:00,0,43.06,42.02,75.31,1419
2021-07-08 12:00:00,1,9.0,12.8,51.6,326
2021-07-08 12:00:00,14,1.0,7.8,32.5,993
2021-07-08 12:00:00,18,6.83,6.2,115.67,5427
2021-07-08 14:00:00,15,17.21,13.87,80.79,4668
2021-07-08 17:00:00,0,13.59,12.58,87.75,5150
2021-07-08 17:00:00,15,24.14,25.44,53.83,4868
2021-07-08 18:00:00,3,28.0,30.2,88.86,365
2021-07-08 19:00:00,3,32.0,30.9,90.36,644
2021-07-08 21:00:00,15,15.54,12.46,112.86,5114
2021-07-08 22:00:00,1,31.0,14.0,54.17,755
2021-07-08 22:00:00,14,17.0,9.3,38.75,675
2021-07-09 00:00:00,14,7.0,12.6,51.17,93
2021-07-09 01:00:00,16,30.97,32.13,75.42,5023
2021-07-09 01:00:00,18,59.72,56.56,73.14,2522
2021-07-09 07:00:00,0,19.76,25.95,71.66,2676
2021-07-09 08:00:00,4,36.0,17.5,61.66,234
2021-07-09 09:00:00,4,32.0,18.2,63.16,659
2021-07-09 10:00:00,0,10.57,12.69,103.74,4472
2021-07-09 13:00:00,4,11.0,19.1,65.09,169
2021-07-09 14:00:00,18,11.54,13.15,108.24,3573
2021-07-09 20:00:00,15,5.0,11.0,45.83,727
2021-07-09 21:00:00,3,48.0,43.3,119.66,571
2021-07-09 22:00:00,4,7.0,18.2,63.16,1206
2021-07-09 23:00:00,3,48.0,43.8,120.91,222
2021-07-10 00:00:00,4,6.0,14.4,55.03,1149
2021-07-10 04:00:00,16,3.0,11.3,47.08,995
2021-07-10 05:00:00,4,6.0,10.3,42.92,860
2021-07-10 06:00:00,18,34.44,33.16,60.58,3518
2021-07-10 08:00:00,0,11.47,16.85,110.83,2933
2021-07-10 10:00:00,4,6.0,7.1,29.58,1307
2021-07-10 10:00:00,15,8.0,6.0,25.0,1098
2021-07-10 11:00:00,16,11.0,9.8,40.83,1100
2021-07-10 12:00:00,4,5.0,6.8,28.33,833
2021-07-10 14:00:00,0,36.21,31.52,107.06,3325
2021-07-10 14:00:00,14,8.0,9.4,39.17,323
2021-07-10 17:00:00,3,46.0,46.2,126.93,619
2021-07-10 17:00:00,5,3.0,3.2,13.33,469
2021-07-10 18:00:00,0,23.63,24.04,84.74,1452
2021-07-10 22:00:00,3,39.0,40.5,112.64,463
2021-07-11 01:00:00,0,49.88,47.1,111.44,1759
2021-07-11 03:00:00,4,38.0,20.8,68.73,1137
2021-07-11 05:00:00,0,6.53,5.01,109.88,3329
2021-07-11 06:00:00,16,9.0,14.5,55.24,942
2021-07-11 07:00:00,0,27.97,29.65,109.1,4303
2021-07-11 10:00:00,3,18.0,37.6,105.37,369
2021-07-11 13:00:00,14,11.0,16.7,59.95,1185
2021-07-11 14:00:00,17,5.0,14.1,54.38,584
2021-07-11 15:00:00,1,5.0,18.2,63.16,1330
2021-07-11 15:00:00,18,13.0,15.9,58.24,319
2021-07-11 16:00:00,9,9.0,22.3,71.94,821
2021-07-11 17:00:00,0,42.27,38.96,112.48,2366
2021-07-11 18:00:00,1,2.0,18.1,62.95,302
2021-07-11 19:00:00,0,58.42,58.0,76.41,5225
2021-07-11 19:00:00,13,16.0,11.8,49.17,618
2021-07-11 20:00:00,15,12.0,12.2,50.31,1139
2021-07-11 21:00:00,15,11.0,12.2,50.31,980
2021-07-11 22:00:00,18,20.0,17.9,62.52,1211
2021-07-11 23:00:00,3,34.0,33.1,95.07,1052
2021-07-12 02:00:00,0,59.58,60.0,116.68,4338
2021-07-12 04:00:00,0,14.89,20.21,98.04,2382
2021-07-12 04:00:00,1,14.0,19.6,66.16,1259
2021-07-12 06:00:00,15,6.0,12.4,50.74,899
2021-07-12 07:00:00,0,32.6,36.72,56.2,1377
2021-07-12 07:00:00,16,14.0,15.4,57.17,626
2021-07-12 08:00:00,15,20.0,9.7,40.42,164
2021-07-12 10:00:00,4,13.0,18.2,63.16,313
2021-07-12 14:00:00,1,7.0,20.6,68.3,447
2021-07-12 14:00:00,18,8.0,5.6,23.33,281
2021-07-12 15:00:00,0,15.06,16.97,73.28,2336
2021-07-12 15:00:00,3,21.58,23.11,69.48,3445
2021-07-12 16:00:00,18,4.0,5.7,23.75,840
2021-07-12 22:00:00,1,36.0,17.2,61.02,743
2021-07-12 22:00:00,4,25.0,14.7,55.67,550
2021-07-12 23:00:00,1,48.0,17.9,62.52,523
2021-07-13 02:00:00,16,7.61,7.21,55.44,4436
2021-07-13 03:00:00,0,6.67,5.45,89.98,3859
2021-07-13 04:00:00,9,40.11,37.35,91.17,5350
2021-07-13 05:00:00,17,18.65,21.07,76.09,3625
2021-07-13 05:00:00,18,56.8,60.0,60.76,1948
2021-07-13 07:00:00,0,54.27,52.93,61.28,4883
2021-07-13 09:00:00,18,10.4,6.73,106.07,1971
2021-07-13 10:00:00,3,58.18,55.79,79.78,5301
2021-07-13 12:00:00,3,47.27,52.02,96.35,4059
2021-07-13 13:00:00,0,18.64,19.55,59.64,4896
2021-07-13 14:00:00,1,50.1,52.5,110.13,3484
2021-07-13 15:00:00,14,44.98,42.15,69.76,4518
2021-07-13 16:00:00,0,7.78,11.49,50.21,3603
2021-07-13 16:00:00,3,11.39,5.0,95.54,2275
2021-07-13 16:00:00,4,49.07,48.55,114.95,1977
2021-07-13 17:00:00,0,13.65,11.56,57.13,4702
2021-07-13 21:00:00,9,57.55,57.07,71.6,4110
2021-07-13 22:00:00,1,30.58,32.43,92.17,1921
2021-07-14 02:00:00,0,53.13,50.8,58.82,1641
2021-07-14 04:00:00,3,33.82,33.01,64.89,4392
2021-07-14 09:00:00,3,32.15,33.0,103.36,4878
2021-07-14 12:00:00,0,49.23,46.46,84.37,5188
2021-07-14 12:00:00,1,37.05,33.35,50.42,4573
2021-07-14 13:00:00,3,43.92,46.17,66.24,3720
2021-07-14 13:00:00,15,35.17,32.04,96.4,2630
2021-07-14 13:00:00,17,52.14,51.85,59.69,4458
2021-07-14 15:00:00,18,57.31,53.88,87.74,5069
2021-07-14 16:00:00,0,45.95,47.16,54.06,2378
2021-07-14 16:00:00,18,49.26,49.67,52.73,3460
2021-07-14 17:00:00,13,18.78,15.17,86.53,3789
2021-07-14 18:00:00,0,28.56,32.13,86.85,4498
2021-07-14 19:00:00,1,46.55,43.07,101.31,4482
2021-07-14 21:00:00,1,23.74,23.06,117.96,4577
2021-07-14 21:00:00,3,49.58,48.38,88.08,1823
2021-07-14 22:00:00,15,31.98,31.06,67.03,3409
2021-07-14 22:00:00,18,48.29,46.87,70.35,3122
2021-07-14 23:00:00,16,49.71,55.23,87.71,3922
2021-07-15 05:00:00,0,58.2,60.0,112.93,4277
2021-07-15 05:00:00,1,37.9,39.8,66.87,3897
2021-07-15 08:00:00,4,45.48,49.54,89.07,2774
2021-07-15 09:00:00,15,34.03,31.54,68.6,3759
2021-07-15 09:00:00,16,48.07,50.42,75.03,3443
2021-07-15 09:00:00,18,59.75,60.0,101.74,3111
2021-07-15 10:00:00,18,36.53,39.84,67.08,2425
2021-07-15 12:00:00,18,25.99,23.15,85.84,4444
2021-07-15 15:00:00,10,45.3,45.83,72.99,2620
2021-07-15 15:00:00,16,30.18,29.59,69.75,3342
2021-07-15 15:00:00,18,45.59,43.51,119.83,2743
2021-07-15 20:00:00,9,56.02,54.15,110.94,1479
2021-07-15 22:00:00,9,27.2,19.13,113.71,4951
2021-07-15 22:00:00,17,43.03,46.22,109.51,2959
2021-07-15 23:00:00,18,54.71,54.72,84.61,4832
2021-07-16 01:00:00,4,57.04,59.47,90.04,2581
2021-07-16 05:00:00,3,17.21,19.66,74.76,2625
2021-07-16 05:00:00,18,37.42,38.12,93.17,3640
2021-07-16 06:00:00,14,43.6,44.9,103.01,5384
2021-07-16 07:00:00,0,48.02,50.72,93.63,3768
2021-07-16 07:00:00,15,46.71,51.17,104.54,4835
2021-07-16 09:00:00,0,53.59,51.59,55.01,4586
2021-07-16 09:00:00,14,47.35,44.12,88.13,3289
2021-07-16 10:00:00,0,6.83,7.03,117.27,4348
2021-07-16 15:00:00,4,22.46,25.45,102.73,4800
2021-07-16 16:00:00,3,43.25,43.31,56.95,1417
2021-07-16 16:00:00,14,32.14,30.46,117.55,5390
2021-07-16 18:00:00,13,16.37,18.21,95.28,2018
2021-07-16 18:00:00,16,26.45,25.8,113.17,2969
2021-07-17 00:00:00,0,33.87,33.87,112.47,1874
2021-07-17 00:00:00,1,13.81,14.49,94.57,3453
2021-07-17 02:00:00,0,9.63,11.75,58.05,4950
2021-07-17 02:00:00,3,11.7,7.08,119.94,1924
2021-07-17 02:00:00,4,39.17,44.69,84.1,1974
2021-07-17 03:00:00,15,59.71,60.0,107.43,3815
2021-07-17 05:00:00,3,40.92,39.49,82.1,3169
2021-07-17 06:00:00,0,5.83,5.0,77.28,4364
2021-07-17 07:00:00,3,53.72,50.42,56.4,4491
2021-07-17 08:00:00,0,39.91,39.65,116.15,1679
2021-07-17 10:00:00,18,40.94,42.04,77.08,1539
2021-07-17 11:00:00,18,31.89,31.04,85.1,5453
2021-07-17 12:00:00,0,12.78,15.58,75.66,4111
2021-07-17 12:00:00,17,48.3,52.95,94.0,3918
2021-07-17 15:00:00,18,13.27,11.43,86.57,2373
2021-07-17 16:00:00,0,19.96,16.92,84.3,3814
2021-07-17 18:00:00,18,58.86,60.0,56.23,4540
2021-07-17 19:00:00,18,10.95,7.51,67.01,3266
2021-07-17 20:00:00,1,59.35,60.0,63.04,5073
2021-07-17 22:00:00,0,42.11,41.47,66.39,1401
2021-07-18 00:00:00,5,33.88,32.52,60.11,3283
2021-07-18 04:00:00,0,9.11,7.98,64.97,3128
2021-07-18 04:00:00,3,41.49,46.52,54.14,5287
2021-07-18 05:00:00,15,27.61,27.42,104.66,4179
2021-07-18 07:00:00,4,35.98,37.33,110.62,4810
2021-07-18 08:00:00,1,47.01,49.85,75.53,2583
2021-07-18 09:00:00,1,15.01,18.04,96.69,2883
2021-07-18 15:00:00,5,24.79,27.94,77.44,3739
2021-07-18 16:00:00,3,10.66,16.88,110.18,3511
2021-07-18 17:00:00,3,16.59,17.58,75.64,4399
2021-07-18 18:00:00,4,56.93,58.93,54.81,3064
2021-07-18 22:00:00,3,21.61,22.15,99.2,4282
2021-07-19 01:00:00,4,32.94,31.33,107.6,4778
2021-07-19 03:00:00,16,13.77,10.98,53.68,4198
2021-07-19 06:00:00,1,9.52,5.0,60.41,3015
2021-07-19 08:00:00,18,55.28,50.58,88.96,3590
2021-07-19 09:00:00,1,32.5,31.92,59.72,5420
2021-07-19 09:00:00,4,10.33,5.0,99.69,2541
2021-07-19 10:00:00,3,11.59,13.14,112.63,5219
2021-07-19 11:00:00,3,49.73,47.9,106.28,3558
2021-07-19 12:00:00,0,46.28,42.91,55.21,4432
2021-07-19 12:00:00,18,46.81,48.69,108.4,1814
2021-07-19 13:00:00,14,5.7,5.0,57.66,2284
2021-07-19 14:00:00,4,19.07,23.21,118.25,4798
2021-07-19 15:00:00,4,23.19,22.42,71.08,3267
2021-07-19 16:00:00,0,8.5,5.0,71.54,2140
2021-07-19 16:00:00,14,22.94,22.5,76.41,4812
2021-07-19 18:00:00,3,25.14,22.88,62.16,4629
2021-07-19 20:00:00,18,7.97,5.52,85.27,2418
2021-07-19 21:00:00,4,34.89,32.11,115.36,2595
2021-07-19 21:00:00,18,26.76,26.57,107.11,3276
2021-07-20 00:00:00,1,54.09,53.83,82.39,3051
2021-07-20 03:00:00,18,36.96,34.81,58.64,5470
2021-07-20 04:00:00,16,21.98,22.61,93.87,2874
2021-07-20 06:00:00,0,22.53,24.92,115.47,4323
2021-07-20 07:00:00,1,58.21,54.25,67.7,2228
2021-07-20 08:00:00,0,47.95,44.58,54.23,1488
2021-07-20 09:00:00,18,13.78,13.48,107.54,3137
2021-07-20 11:00:00,0,52.48,46.52,82.56,1755
2021-07-20 12:00:00,1,24.93,23.42,59.42,1608
2021-07-20 13:00:00,1,56.27,51.87,68.28,3345
2021-07-20 13:00:00,14,26.35,27.43,118.13,4368
2021-07-20 14:00:00,3,29.92,34.12,54.64,1650
2021-07-20 14:00:00,14,50.05,46.25,102.6,4020
2021-07-20 17:00:00,3,38.95,36.16,89.4,1855
2021-07-20 17:00:00,18,11.73,8.11,66.4,3703
2021-07-20 21:00:00,13,15.32,16.36,56.14,2424
2021-07-21 00:00:00,16,21.24,21.64,54.71,3285
2021-07-21 02:00:00,0,53.78,58.58,78.85,5046
2021-07-21 04:00:00,3,22.56,19.43,80.2,3485
2021-07-21 05:00:00,1,37.83,37.02,81.15,3729
2021-07-21 06:00:00,0,42.62,38.34,87.81,2046
2021-07-21 08:00:00,14,13.91,16.44,107.58,3609
2021-07-21 08:00:00,15,47.42,48.3,95.57,4186
2021-07-21 09:00:00,0,40.87,41.52,55.67,4460
2021-07-21 09:00:00,10,36.05,38.27,97.77,4389
2021-07-21 10:00:00,4,8.97,5.26,116.23,3730
2021-07-21 11:00:00,13,43.56,46.75,65.56,3151
2021-07-21 11:00:00,14,10.5,10.03,98.06,2506
2021-07-21 14:00:00,0,56.63,60.0,79.97,3797
2021-07-21 15:00:00,1,39.62,41.59,107.16,3566
2021-07-21 16:00:00,0,38.04,38.9,80.1,3253
2021-07-21 16:00:00,3,9.9,10.14,87.53,3811
2021-07-21 17:00:00,1,52.51,56.73,103.98,4026
2021-07-21 17:00:00,16,53.55,53.62,96.61,1831
2021-07-21 22:00:00,3,38.36,39.41,52.56,4448
